customer_id,date,units_consumed,is_theft
0,2026-04-22,14.80746128584275,0
0,2026-04-21,17.609146719020348,0
0,2026-04-20,17.523876143064836,0
0,2026-04-19,20.18116900767084,0
0,2026-04-18,19.128539955814638,0
0,2026-04-17,15.219978403306163,0
0,2026-04-16,12.847492678775012,0
0,2026-04-15,16.432767914593647,0
0,2026-04-14,17.22784662209149,0
0,2026-04-13,20.20808189233424,0
0,2026-04-12,14.797826594909628,0
0,2026-04-11,14.923159620333223,0
0,2026-04-10,20.792471543439788,0
0,2026-04-09,21.219270983021485,0
0,2026-04-08,13.791779935185735,0
1,2026-04-22,18.18786058877181,0
1,2026-04-21,12.547237675961256,0
1,2026-04-20,11.465908856976002,0
1,2026-04-19,14.760022440157442,0
1,2026-04-18,10.278987841951976,0
1,2026-04-17,10.890010536217998,0
1,2026-04-16,12.805508423671451,0
1,2026-04-15,13.150748617583153,0
1,2026-04-14,8.489485663974195,0
1,2026-04-13,11.044830018149272,0
1,2026-04-12,13.5818127290665,0
1,2026-04-11,8.738668926700797,0
1,2026-04-10,9.85138425097249,0
1,2026-04-09,11.699136459208113,0
1,2026-04-08,11.861346090871228,0
2,2026-04-22,10.163225733734812,0
2,2026-04-21,9.57276744503378,0
2,2026-04-20,10.310313723778059,0
2,2026-04-19,5.316229691490438,0
2,2026-04-18,9.264872225614026,0
2,2026-04-17,5.941972773577029,0
2,2026-04-16,8.734562323620649,0
2,2026-04-15,9.720085608276841,0
2,2026-04-14,9.17054383683159,0
2,2026-04-13,8.37866018495698,0
2,2026-04-12,9.036627890123654,0
2,2026-04-11,6.277807610557569,0
2,2026-04-10,11.990504486517398,0
2,2026-04-09,7.0360034157881985,0
2,2026-04-08,7.293631654271567,0
3,2026-04-22,24.68674053752878,1
3,2026-04-21,4.926732680765554,1
3,2026-04-20,15.516044254330268,1
3,2026-04-19,3.995979583910108,1
3,2026-04-18,17.886917922256153,1
3,2026-04-17,19.417996471071167,1
3,2026-04-16,59.456859061160266,1
3,2026-04-15,59.483528866665814,1
3,2026-04-14,15.965404627755564,1
3,2026-04-13,25.480555260793736,1
3,2026-04-12,21.48230182003033,1
3,2026-04-11,21.207458398921165,1
3,2026-04-10,18.963519445053794,1
3,2026-04-09,17.276474368792467,1
3,2026-04-08,22.766106802117495,1
4,2026-04-22,16.447230488081278,1
4,2026-04-21,10.940175341779545,1
4,2026-04-20,1.4751975709045475,1
4,2026-04-19,14.384856697931143,1
4,2026-04-18,6.170144340446556,1
4,2026-04-17,1.761942657624866,1
4,2026-04-16,17.842952156587415,1
4,2026-04-15,20.117122731014376,1
4,2026-04-14,6.862714443552945,1
4,2026-04-13,38.97395064115501,1
4,2026-04-12,15.216614268767158,1
4,2026-04-11,15.741844437789851,1
4,2026-04-10,5.111957064941079,1
4,2026-04-09,36.44955761141017,1
4,2026-04-08,14.511883016298064,1
5,2026-04-22,10.38174578666263,0
5,2026-04-21,10.477815974405873,0
5,2026-04-20,9.842241047001693,0
5,2026-04-19,9.21395633247136,0
5,2026-04-18,9.404994328691583,0
5,2026-04-17,5.912696091389241,0
5,2026-04-16,11.316796736132936,0
5,2026-04-15,5.788476751005297,0
5,2026-04-14,11.203045526333979,0
5,2026-04-13,9.391831969530525,0
5,2026-04-12,9.060817456983104,0
5,2026-04-11,12.198577376598092,0
5,2026-04-10,4.969245834405038,0
5,2026-04-09,7.867983849300903,0
5,2026-04-08,12.904852865670577,0
6,2026-04-22,10.224132167921244,0
6,2026-04-21,3.2091983760133247,0
6,2026-04-20,5.231461304887325,0
6,2026-04-19,9.291141296812777,0
6,2026-04-18,2.480080641855875,0
6,2026-04-17,4.184119999874781,0
6,2026-04-16,9.444483220147486,0
6,2026-04-15,3.5010214615243416,0
6,2026-04-14,7.797083383236831,0
6,2026-04-13,6.924806535111299,0
6,2026-04-12,4.974735855493048,0
6,2026-04-11,9.901109942094202,0
6,2026-04-10,4.496136574178723,0
6,2026-04-09,4.77031423783134,0
6,2026-04-08,1.4277054508074574,0
7,2026-04-22,18.81434729622867,0
7,2026-04-21,17.35402532369735,0
7,2026-04-20,17.6229448554993,0
7,2026-04-19,12.597191842614022,0
7,2026-04-18,11.989939509981996,0
7,2026-04-17,17.66874221428258,0
7,2026-04-16,16.03886332782286,0
7,2026-04-15,14.158639480017937,0
7,2026-04-14,9.959319016159357,0
7,2026-04-13,13.143020268240505,0
7,2026-04-12,14.382213407922501,0
7,2026-04-11,10.998801761742193,0
7,2026-04-10,19.626377197115293,0
7,2026-04-09,14.487318643752321,0
7,2026-04-08,14.688931423978566,0
8,2026-04-22,15.845259159457378,0
8,2026-04-21,13.121370025471128,0
8,2026-04-20,13.954722659589372,0
8,2026-04-19,23.36668261947862,0
8,2026-04-18,20.812488999881026,0
8,2026-04-17,21.38046273041372,0
8,2026-04-16,20.68047169731699,0
8,2026-04-15,23.31905156456669,0
8,2026-04-14,14.34907554484409,0
8,2026-04-13,27.0990883094001,0
8,2026-04-12,23.57907270906501,0
8,2026-04-11,22.13318029702322,0
8,2026-04-10,17.941187032070708,0
8,2026-04-09,25.651726131677965,0
8,2026-04-08,25.348580489040593,0
9,2026-04-22,18.608451548336443,0
9,2026-04-21,20.818232687755,0
9,2026-04-20,18.78904440809045,0
9,2026-04-19,18.202877486917377,0
9,2026-04-18,23.648371632356078,0
9,2026-04-17,25.034254316217496,0
9,2026-04-16,28.985786212867968,0
9,2026-04-15,23.90934216590573,0
9,2026-04-14,22.95669159338552,0
9,2026-04-13,25.677534479040276,0
9,2026-04-12,23.14472449427405,0
9,2026-04-11,18.246271384246906,0
9,2026-04-10,25.109461094175046,0
9,2026-04-09,21.07878780758597,0
9,2026-04-08,21.43906598720582,0
10,2026-04-22,7.539985025884739,0
10,2026-04-21,9.976138440285702,0
10,2026-04-20,7.883926926923903,0
10,2026-04-19,7.564724050624612,0
10,2026-04-18,6.9270857909843135,0
10,2026-04-17,7.884649824734946,0
10,2026-04-16,9.4005225734305,0
10,2026-04-15,10.182491744690285,0
10,2026-04-14,7.753546428689114,0
10,2026-04-13,10.85635327620216,0
10,2026-04-12,8.535442129109747,0
10,2026-04-11,11.46828071448361,0
10,2026-04-10,9.813868676662333,0
10,2026-04-09,7.188276380037594,0
10,2026-04-08,15.33948806490598,0
11,2026-04-22,13.510691025566869,1
11,2026-04-21,6.257730155319643,1
11,2026-04-20,16.61150487397199,1
11,2026-04-19,2.5726409673131982,1
11,2026-04-18,1.9354942990563322,1
11,2026-04-17,12.534598662743582,1
