customer_id,avg_consumption,peak_consumption,sudden_drop,night_day_ratio,voltage,current,tamper_flag,theft
1,359.6056983613479,439.06472526551386,0.8187402294840508,2.0237797887549682,218.09759155586784,9.965454735770065,0,0
2,283.40828385945787,329.6286409512445,0.983567206513663,2.2866089875762454,205.0255333139425,13.091979424724679,1,1
3,377.7226245720831,417.2676524865254,0.259670838950414,1.3656798421143446,233.6322897513225,13.284395506681975,0,0
4,482.76358276896303,542.6792213336893,0.969723632797977,1.5710849461955965,216.96373927102,7.582024806821753,1,1
5,271.90159503319967,327.6469794700765,0.43123386979155787,1.4539667852353075,215.1111388095631,8.420334600589895,0,0
6,271.90356516609836,320.5728639329165,0.3475187953137546,1.2784172372468776,235.88940328444082,6.032957695950113,1,0
7,489.505537860887,566.9152240473048,0.05034952696935324,2.2748490707407205,207.5775346645077,11.227194815002171,0,0
8,392.09216749834906,475.9747977126118,0.05276525785960262,2.2878670213399808,208.7441288596803,11.999883650370672,0,0
9,243.66307368780576,305.87324584510196,0.6920112559466547,1.171632729283069,209.03779675131435,5.950223086416181,0,0
10,365.10720523031574,462.0454572566973,0.4579289944340279,1.730139508029396,219.32128618300518,8.634403285551523,0,0
11,244.38987686250454,275.8476490091669,0.2265216260361057,2.353815124291728,224.316316296376,5.958238247255952,1,0
12,244.11242957156918,299.27094308957624,0.6139703063252326,2.4241169978827033,227.39675468117832,7.303600569268488,1,1
13,329.0354725879241,371.114914572854,0.2528581182501112,1.517918080844095,245.7199531749497,11.653051180678899,0,0
14,70.40637064106426,83.74295521423775,0.5776317543444226,1.4056496105686536,197.50567545799237,7.799553799965162,0,0
15,93.00986009843606,150.94284295236858,0.35920874698269034,1.0573886318570516,226.08735589124416,9.097522131903103,0,0
16,232.5254964910833,289.4818087815012,0.823552226611819,2.41774374638082,214.4286942742777,5.1180648161580535,0,0
17,178.46026555986913,276.2965091409224,0.8206961607667793,0.7856286089457347,214.13584851111227,10.560970629173992,0,0
18,337.7096799114329,413.47997202530235,0.4773503981224013,1.65965915209545,213.80227871746123,9.867180040466053,1,1
19,191.0371109374547,225.4324403292246,0.3508191093350156,1.0651005350372778,210.91230329192027,7.8131222499005135,1,0
20,130.523555839765,236.87586999811973,0.36255979655909454,1.0580165806955932,236.8452483460345,9.432957106952578,0,0
21,475.87785227058646,566.4036946587203,0.8057145256682179,1.309937174752377,228.42297327013904,10.540884641510333,1,1
22,272.9068439416157,347.45928652833106,0.328179482797612,2.4975858716313093,220.23195978557374,7.555395553271968,0,0
23,308.10338456255084,362.441282091305,0.20905937370684602,0.6099326136796441,233.51015752487,5.5712123679946615,0,0
24,129.03021765438518,165.0442367362982,0.08468834187530683,1.657083636407063,204.87471034701124,15.416723298060447,0,0
25,234.67407305697807,285.36890365520173,0.4666931208844084,0.6651443160705544,206.69294868669073,8.100181885869182,0,0
26,313.31071076518396,400.5294262577886,0.4821320989198419,0.8090416599810379,198.22032267805312,9.709719690439332,0,0
27,161.88077070932366,268.99542835768887,0.8409087104029072,1.3791258835457973,213.00585459876712,13.03251920506094,0,0
28,345.0837622014806,443.66485040828536,0.22123869644606398,1.5209202626928826,221.61698526704754,20.58716556271145,0,0
29,227.92335720974341,275.70212166508657,0.3809912736683999,1.017584816729048,221.02858577932335,6.266540650333403,0,0
30,264.9967500248068,297.0063141925815,0.8084057388936909,1.1329142617488324,221.4934191105988,11.34948164117953,1,1
31,227.79520653247238,291.3173627052525,0.8236236107489735,0.6739340405118661,205.88943168933918,7.877343144117681,0,0
32,522.2733821410725,538.0623980020011,0.3846110759787682,1.106439567688501,228.0315474261402,8.383629086269867,1,0
